Name,Age,Birth Year,Origin,Height,Weight,Category,Wins,Losses,Special Skills,Weapon of Choice,Patron Wealth,Equipment Quality,Public Favor,Injury History,Mental Resilience,Diet and Nutrition,Tactical Knowledge,Allegiance Network,Battle Experience,Psychological Profile,Health Status,Personal Motivation,Previous Occupation,Training Intensity,Battle Strategy,Social Standing,Crowd Appeal Techniques,Survived
Aelius Iunius,41,9,Rome,189,76,Hoplomachus,12,1,Novice,Dagger,Low,Basic,1.026828099953256,High,3.057764071265619,Poor,Basic,Strong,13,Fearful,Fair,Freedom,Entertainer,Low,Aggressive,High,Flamboyant,True
Gabinius Licinius,21,29,Numidia,166,69,Retiarius,4,1,Agility,Net,Low,Basic,0.6334419083006614,Low,8.00835198757545,Poor,Advanced,Moderate,5,Calculative,Excellent,Freedom,Criminal,Low,Aggressive,Medium,Charismatic,False
Ofilius Geminius,38,12,Numidia,178,77,Secutor,5,3,Novice,Gladius (Sword),Low,Basic,0.4888613445242614,High,3.827753989514635,Poor,Basic,Moderate,8,Aggressive,Fair,Vengeance,Entertainer,Low,Aggressive,Medium,Humble,True
Petilius Ogulnius,43,7,Gaul,193,101,Hoplomachus,11,5,Novice,Dagger,Medium,Standard,0.7050858956171726,Low,7.327355550669229,Adequate,Basic,Strong,16,Aggressive,Good,Survival,Entertainer,Medium,Aggressive,Medium,Flamboyant,True
Orestius Caecilius,36,14,Gaul,172,96,Thraex,4,0,Novice,Dagger,High,Superior,0.6793871244601275,Low,7.043842635969338,Excellent,Intermediate,Strong,4,Stoic,Excellent,Freedom,Unemployed,Low,Balanced,High,Charismatic,True
Blaesus Horatius,30,20,Germania,173,116,Secutor,7,1,Novice,Dagger,Low,Basic,0.7031845769913134,Low,6.934368851712199,Poor,Intermediate,Strong,8,Calculative,Excellent,Glory,Criminal,Medium,Aggressive,Medium,Intimidating,True
Marcus Novellius,27,23,Gaul,185,73,Hoplomachus,4,1,Endurance,Dagger,High,Superior,0.5380815416692969,High,4.720691639179983,Excellent,Advanced,Strong,5,Calculative,Excellent,Glory,Entertainer,Low,Defensive,Medium,Charismatic,True
Ofilius Numonius,22,28,Thrace,170,97,Secutor,6,1,Speed,Gladius (Sword),High,Superior,0.7157063335176596,Low,6.4076598756940175,Excellent,Expert,Strong,7,Fearful,Excellent,Vengeance,Criminal,Medium,Aggressive,Medium,Flamboyant,True
Messalla Laberius,43,7,Gaul,173,61,Provocator,17,8,Novice,Gladius (Sword),Low,Basic,0.7660061002976806,High,4.253008306530107,Poor,Basic,Strong,25,Aggressive,Fair,Wealth,Unemployed,Low,Balanced,Medium,Intimidating,True
Didius Nigidius,19,31,Germania,169,93,Thraex,2,0,Novice,Dagger,Low,Basic,0.5022411083896469,Low,5.415005098784295,Poor,Intermediate,Moderate,2,Fearful,Excellent,Survival,Entertainer,Medium,Balanced,Low,Humble,False
Nasennius Orbilius,37,13,Germania,183,97,Provocator,9,4,Novice,Dagger,Medium,Standard,0.6490963910287464,High,1.4152482924842922,Adequate,Basic,Moderate,13,Aggressive,Fair,Glory,Laborer,Low,Aggressive,Medium,Intimidating,True
Longinius Sempronius,35,15,Thrace,163,91,Murmillo,7,1,Novice,Dagger,Medium,Standard,0.6585293844087531,Low,2.249564907318661,Adequate,Intermediate,Moderate,8,Aggressive,Excellent,Glory,Unemployed,Medium,Balanced,Medium,Charismatic,True
Sextus Burrienus,29,21,Rome,177,106,Murmillo,13,3,Tactics,Gladius (Sword),Low,Basic,1.0132849518363118,Low,2.7729321277702907,Poor,Advanced,Strong,16,Fearful,Excellent,Freedom,Laborer,Medium,Aggressive,High,Humble,True
Naevius Nonius,45,5,Rome,183,67,Thraex,12,3,Novice,Sica (Curved Sword),High,Superior,0.8783613625238521,Low,6.025976313470452,Excellent,Basic,Strong,15,Calculative,Good,Wealth,Criminal,Medium,Aggressive,High,Humble,True
Pedius Orchius,40,10,Gaul,181,60,Thraex,13,8,Novice,Dagger,Low,Basic,0.6647697135682653,Low,6.0515147222912145,Poor,Basic,Moderate,21,Stoic,Good,Survival,Laborer,Medium,Balanced,Medium,Humble,True
Nasennius Granius,41,9,Germania,169,89,Provocator,9,1,Novice,Gladius (Sword),High,Superior,0.8050803896712808,Low,2.0786374140660517,Excellent,Intermediate,Strong,10,Calculative,Good,Glory,Unemployed,Low,Balanced,Medium,Humble,True
Titus Catius,43,7,Gaul,175,94,Hoplomachus,10,1,Novice,Spear,Medium,Standard,0.8744470310380661,Low,1.7729831143098187,Adequate,Basic,Strong,11,Fearful,Good,Freedom,Unemployed,Medium,Balanced,High,Humble,True
Paconius Ofilius,35,15,Rome,186,89,Hoplomachus,9,4,Novice,Dagger,Low,Basic,0.6635947894384285,Low,5.718205843871085,Poor,Basic,Moderate,13,Aggressive,Excellent,Survival,Unemployed,Medium,Balanced,Medium,Charismatic,True
Nautius Cantilius,30,20,Gaul,165,94,Murmillo,12,0,Endurance,Gladius (Sword),Low,Basic,0.8737001618995878,Low,6.055599983181954,Poor,Advanced,Strong,12,Aggressive,Excellent,Wealth,Entertainer,Medium,Balanced,High,Flamboyant,True
Nautius Modius,40,10,Germania,160,47,Provocator,12,5,Novice,Dagger,Low,Basic,0.7572571009899431,High,1.0891841307898515,Poor,Basic,Strong,17,Calculative,Fair,Glory,Unemployed,Low,Balanced,Medium,Intimidating,True
Cosconius Pilus,31,19,Gaul,174,67,Secutor,7,4,Novice,Dagger,High,Superior,0.508656242295981,Low,7.970179489196813,Excellent,Basic,Strong,11,Calculative,Excellent,Survival,Entertainer,Medium,Aggressive,Medium,Intimidating,True
Decentius Percennius,31,19,Gaul,184,85,Provocator,12,3,Novice,Gladius (Sword),High,Superior,0.9393031508994717,High,6.118368675398622,Excellent,Basic,Strong,15,Calculative,Excellent,Freedom,Criminal,Low,Balanced,High,Humble,True
Titus Hostius,36,14,Germania,175,82,Hoplomachus,11,0,Novice,Dagger,Low,Basic,0.8796195647022549,Low,3.0637297816002227,Poor,Basic,Strong,11,Calculative,Good,Wealth,Unemployed,Low,Aggressive,Medium,Flamboyant,True
Laetorius Menenius,43,7,Thrace,169,70,Hoplomachus,10,1,Novice,Dagger,Medium,Standard,0.9278565648633843,Low,0.9611198152269113,Adequate,Basic,Strong,11,Calculative,Good,Vengeance,Entertainer,Low,Balanced,Low,Charismatic,True
Hirrus Laecanius,32,18,Greece,182,98,Murmillo,10,1,Novice,Dagger,High,Superior,0.806930970245968,Low,6.726590943951306,Excellent,Intermediate,Strong,11,Calculative,Excellent,Survival,Laborer,Medium,Balanced,Medium,Intimidating,True
Flavius Sextius,28,22,Greece,168,111,Murmillo,5,1,Novice,Gladius (Sword),High,Superior,0.6559846682879515,Low,5.334987252413731,Excellent,Intermediate,Strong,6,Stoic,Excellent,Glory,Laborer,Medium,Balanced,Medium,Intimidating,True
Ennius Cocceius,45,5,Rome,159,88,Secutor,16,0,Novice,Dagger,Medium,Standard,1.003106057268888,Low,2.4233515960924237,Adequate,Basic,Strong,16,Calculative,Good,Vengeance,Laborer,Medium,Balanced,Medium,Humble,True
Cloelius Marcus,42,8,Numidia,198,75,Murmillo,9,1,Novice,Dagger,Medium,Standard,0.7525345154121685,High,1.0809482491763494,Adequate,Basic,Strong,10,Stoic,Fair,Vengeance,Entertainer,Low,Aggressive,High,Flamboyant,True
Caninius Cestius,40,10,Numidia,185,84,Retiarius,11,7,Novice,Trident,Low,Basic,0.5054501560522742,Low,1.0388245620614471,Poor,Basic,Moderate,18,Stoic,Good,Glory,Criminal,Medium,Balanced,Low,Charismatic,True
Maecenas Lucius,33,17,Rome,178,87,Secutor,6,2,Novice,Dagger,Medium,Standard,0.6096992304614484,Low,2.5646316645876395,Adequate,Intermediate,Moderate,8,Fearful,Excellent,Glory,Laborer,Low,Balanced,Medium,Intimidating,True
Vibius Flavius,32,18,Rome,182,69,Hoplomachus,9,1,Agility,Dagger,Medium,Standard,0.8392164387171288,Low,3.1302696351501615,Adequate,Advanced,Strong,10,Aggressive,Excellent,Survival,Criminal,Medium,Defensive,Medium,Charismatic,True
Quintus Lartius,26,24,Thrace,190,76,Retiarius,2,0,Agility,Net,Low,Basic,0.5327938293479548,Low,6.349855431260449,Poor,Expert,Moderate,2,Stoic,Excellent,Survival,Unemployed,Medium,Aggressive,Medium,Intimidating,False
Oppius Caedicius,26,24,Numidia,190,70,Retiarius,6,0,Strength,Net,High,Superior,0.7093926643016978,Low,5.134171108948898,Excellent,Expert,Strong,6,Calculative,Excellent,Glory,Laborer,Medium,Defensive,High,Humble,True
Lollius Fidenas,43,7,Numidia,179,73,Murmillo,10,4,Novice,Gladius (Sword),High,Superior,0.727054916461975,Low,5.520548217910595,Excellent,Basic,Strong,14,Calculative,Good,Freedom,Criminal,Low,Aggressive,Medium,Humble,True
Laecanius Galerius,19,31,Germania,202,94,Retiarius,7,2,Tactics,Net,Medium,Standard,0.5165785654953212,Low,5.278560838337118,Adequate,Expert,Moderate,9,Fearful,Excellent,Vengeance,Soldier,High,Balanced,Medium,Intimidating,True
Catilius Lentulus,24,26,Gaul,165,89,Thraex,5,2,Agility,Sica (Curved Sword),High,Superior,0.5466429771755736,Low,7.5923116082277735,Excellent,Advanced,Strong,7,Stoic,Excellent,Glory,Unemployed,High,Aggressive,High,Charismatic,True
Marcus Fidenas,33,17,Numidia,176,56,Retiarius,6,1,Tactics,Net,High,Superior,0.6030973902716078,Low,4.656885960838983,Excellent,Expert,Strong,7,Fearful,Excellent,Glory,Unemployed,Low,Defensive,Medium,Humble,True
Bruttius Cosconius,39,11,Greece,186,63,Provocator,6,1,Novice,Dagger,High,Superior,0.6708440975896954,Low,6.445757071155643,Excellent,Basic,Strong,7,Stoic,Excellent,Glory,Laborer,Low,Aggressive,Low,Humble,True
Mallius Paconius,34,16,Greece,185,98,Provocator,19,11,Novice,Dagger,Medium,Standard,0.7046506576354908,Low,0.9826271199499851,Adequate,Basic,Strong,30,Stoic,Excellent,Glory,Laborer,Low,Aggressive,Medium,Charismatic,True
Hirrus Appius,45,5,Rome,179,90,Provocator,11,3,Novice,Gladius (Sword),Medium,Standard,0.777943202367982,High,0.9242362293997693,Adequate,Basic,Strong,14,Calculative,Fair,Glory,Criminal,Medium,Balanced,Medium,Intimidating,True
Munatius Titus,20,30,Thrace,175,89,Retiarius,6,1,Tactics,Trident,Low,Basic,0.6142957678426807,Low,10.272156345043362,Poor,Advanced,Moderate,7,Calculative,Excellent,Freedom,Unemployed,Medium,Balanced,Medium,Charismatic,False
Naevius Aulus,18,32,Greece,171,83,Hoplomachus,1,0,Novice,Dagger,High,Superior,0.4441446936944662,Low,6.721817059556898,Excellent,Intermediate,Strong,1,Fearful,Excellent,Glory,Criminal,Low,Aggressive,High,Humble,False
Balbus Calventius,28,22,Germania,187,70,Retiarius,10,4,Agility,Trident,Medium,Standard,0.6189265547632773,High,6.204243421514957,Adequate,Advanced,Moderate,14,Stoic,Good,Glory,Entertainer,Medium,Balanced,Low,Humble,True
Cantilius Ovidius,34,16,Rome,171,74,Thraex,8,0,Novice,Sica (Curved Sword),Medium,Standard,0.9014603469059468,High,1.0485532585733321,Adequate,Basic,Strong,8,Fearful,Good,Glory,Criminal,Low,Balanced,Medium,Flamboyant,True
Publius Caedicius,44,6,Greece,194,60,Retiarius,15,2,Novice,Trident,High,Superior,0.8578033012308072,High,0.9554157625670125,Excellent,Basic,Strong,17,Stoic,Fair,Survival,Criminal,Medium,Balanced,Medium,Humble,True
Sulpicius Manius,20,30,Gaul,175,43,Murmillo,7,3,Endurance,Dagger,Low,Basic,0.6325068787145659,Low,6.885367069893959,Poor,Advanced,Moderate,10,Fearful,Excellent,Glory,Unemployed,Medium,Aggressive,Medium,Humble,True
Papirius Memmius,39,11,Germania,180,57,Retiarius,12,4,Novice,Trident,High,Superior,0.9071186120542936,High,1.6063442653247464,Excellent,Basic,Strong,16,Calculative,Good,Freedom,Laborer,Medium,Aggressive,High,Humble,True
Cicereius Foslius,42,8,Gaul,177,81,Retiarius,10,2,Novice,Net,Medium,Standard,0.8228638583730039,Low,2.7724470356838578,Adequate,Basic,Strong,12,Calculative,Good,Survival,Unemployed,Low,Balanced,Medium,Flamboyant,True
Antonius Hortensius,44,6,Rome,172,73,Thraex,12,3,Novice,Sica (Curved Sword),Low,Basic,0.8295460765280909,Low,2.4793161033929634,Poor,Basic,Strong,15,Stoic,Good,Freedom,Laborer,Medium,Balanced,Low,Charismatic,True
Aquillius Burrienus,32,18,Numidia,176,61,Thraex,8,4,Novice,Sica (Curved Sword),Medium,Standard,0.5439899725253706,Low,0.9417296450797957,Adequate,Intermediate,Moderate,12,Stoic,Excellent,Wealth,Unemployed,Medium,Aggressive,Low,Charismatic,True
Hostius Palpellius,32,18,Germania,177,69,Retiarius,11,3,Novice,Net,Medium,Standard,0.8038395151878298,High,1.0695276230497113,Adequate,Intermediate,Strong,14,Stoic,Good,Wealth,Laborer,Medium,Balanced,High,Flamboyant,True
Numicius Aelius,19,31,Numidia,177,65,Provocator,6,1,Strength,Gladius (Sword),High,Superior,0.6040796971895934,High,5.817446934026316,Excellent,Advanced,Strong,7,Calculative,Excellent,Freedom,Soldier,Medium,Balanced,High,Intimidating,True
Iunius Icilius,41,9,Rome,172,63,Provocator,12,4,Novice,Dagger,Medium,Standard,0.8232702982938542,Low,0.9344339982556495,Adequate,Basic,Strong,16,Stoic,Good,Vengeance,Criminal,Medium,Balanced,Medium,Intimidating,True
Aemilius Caninius,22,28,Numidia,177,94,Provocator,11,2,Novice,Dagger,Medium,Standard,0.8322097555783253,Low,2.4532784871868287,Adequate,Basic,Strong,13,Aggressive,Excellent,Glory,Unemployed,Medium,Balanced,High,Charismatic,True
Nonius Pedius,35,15,Germania,187,52,Retiarius,2,0,Novice,Net,High,Superior,0.4883323914286186,Low,2.7883224094889565,Excellent,Intermediate,Strong,2,Calculative,Excellent,Freedom,Criminal,Low,Balanced,Medium,Intimidating,True
Pasidienus Granius,41,9,Gaul,174,69,Provocator,15,2,Novice,Gladius (Sword),Low,Basic,0.8880405921679371,High,2.3282099990096237,Poor,Basic,Strong,17,Stoic,Fair,Wealth,Entertainer,Low,Balanced,Medium,Flamboyant,True
Genucius Latinius,21,29,Germania,181,55,Retiarius,5,3,Agility,Trident,Medium,Standard,0.5503190726375309,Low,4.989229590937873,Adequate,Expert,Moderate,8,Stoic,Excellent,Freedom,Criminal,High,Aggressive,Low,Charismatic,False
Persius Blossius,44,6,Rome,190,105,Murmillo,8,1,Novice,Gladius (Sword),Medium,Standard,0.7721859315043047,Low,2.0830567944353025,Adequate,Basic,Strong,9,Calculative,Good,Vengeance,Unemployed,Medium,Balanced,High,Flamboyant,True
Orchius Pacilius,36,14,Germania,163,57,Hoplomachus,10,0,Novice,Dagger,Medium,Standard,0.9220019481531934,Low,1.04699031198867,Adequate,Intermediate,Strong,10,Stoic,Good,Wealth,Laborer,Medium,Balanced,Medium,Charismatic,True
Memmius Aquillius,33,17,Germania,183,68,Provocator,14,4,Speed,Dagger,Low,Basic,1.0267604667279073,High,0.9270631984183582,Poor,Advanced,Strong,18,Stoic,Good,Glory,Unemployed,Medium,Aggressive,Low,Intimidating,True
Pettius Caninius,39,11,Germania,165,71,Thraex,8,3,Novice,Sica (Curved Sword),Medium,Standard,0.6237881842567511,Low,4.152678549800381,Adequate,Intermediate,Moderate,11,Aggressive,Good,Wealth,Laborer,Medium,Aggressive,Medium,Intimidating,True
Pacilius Herennius,26,24,Germania,192,77,Provocator,3,0,Endurance,Gladius (Sword),High,Superior,0.5625787667455969,Low,5.964058156785949,Excellent,Advanced,Strong,3,Stoic,Excellent,Glory,Unemployed,Medium,Balanced,Low,Intimidating,True
Palpellius Cominius,36,14,Numidia,163,86,Retiarius,8,2,Novice,Trident,Low,Basic,0.7973173389740532,High,1.2124080029156374,Poor,Basic,Strong,10,Fearful,Fair,Glory,Laborer,Medium,Aggressive,Medium,Intimidating,True
Domitius Modius,19,31,Thrace,187,93,Secutor,5,2,Novice,Dagger,Medium,Standard,0.49099905852734976,Low,3.1577663535091918,Adequate,Intermediate,Moderate,7,Aggressive,Excellent,Vengeance,Unemployed,High,Balanced,Medium,Charismatic,False
Pilus Caelius,33,17,Gaul,180,51,Provocator,7,1,Novice,Dagger,High,Superior,0.6269237938443962,Low,7.667291856584267,Excellent,Intermediate,Strong,8,Fearful,Excellent,Survival,Unemployed,Medium,Balanced,Medium,Charismatic,True
Naevius Ninnius,23,27,Germania,174,50,Hoplomachus,3,0,Novice,Dagger,Low,Basic,0.5338487479371079,Low,5.4712803543979245,Poor,Basic,Moderate,3,Calculative,Excellent,Freedom,Criminal,High,Balanced,Medium,Intimidating,True
Nigidius Icilius,25,25,Germania,172,75,Retiarius,5,2,Endurance,Trident,Medium,Standard,0.5710967772621948,Low,3.4276812336439577,Adequate,Expert,Moderate,7,Calculative,Excellent,Wealth,Laborer,Medium,Aggressive,Medium,Intimidating,True
Atilius Calventius,36,14,Thrace,173,88,Hoplomachus,10,0,Novice,Dagger,High,Superior,0.8913903185587243,Low,4.537033035528788,Excellent,Basic,Strong,10,Calculative,Excellent,Survival,Laborer,Medium,Balanced,Medium,Flamboyant,True
Fabius Licinius,39,11,Germania,176,118,Provocator,14,5,Novice,Gladius (Sword),High,Superior,0.8486718381474195,Low,3.693087822484296,Excellent,Basic,Strong,19,Aggressive,Excellent,Wealth,Entertainer,Medium,Aggressive,High,Charismatic,True
Nasidius Gnaeus,30,20,Numidia,161,72,Murmillo,7,1,Tactics,Dagger,Low,Basic,0.6837189497214793,Low,8.17623816813083,Poor,Advanced,Moderate,8,Calculative,Excellent,Freedom,Laborer,Medium,Balanced,Medium,Intimidating,True
Norbanus Iuventius,22,28,Greece,173,86,Thraex,8,1,Tactics,Dagger,High,Superior,0.7338221935166787,High,2.2815473540756144,Excellent,Expert,Strong,9,Aggressive,Excellent,Vengeance,Soldier,High,Aggressive,High,Humble,True
Papinius Mamilius,30,20,Numidia,186,81,Secutor,11,0,Strength,Gladius (Sword),Medium,Standard,0.8697542652108721,High,4.737159340308224,Adequate,Advanced,Strong,11,Aggressive,Good,Wealth,Criminal,Medium,Balanced,High,Intimidating,True
Cordius Ennius,41,9,Greece,175,98,Murmillo,8,2,Novice,Dagger,Medium,Standard,0.7424929394579307,Low,3.626139416254691,Adequate,Basic,Strong,10,Aggressive,Good,Survival,Laborer,Medium,Aggressive,High,Intimidating,True
Paconius Numerius,40,10,Thrace,181,76,Secutor,7,3,Novice,Dagger,Medium,Standard,0.6707958351990044,Low,1.8339895298925153,Adequate,Basic,Moderate,10,Aggressive,Good,Glory,Entertainer,Medium,Aggressive,Low,Intimidating,True
Catius Percennius,28,22,Numidia,179,91,Retiarius,4,1,Novice,Trident,Medium,Standard,0.5460082592573479,Low,8.887453439084032,Adequate,Basic,Moderate,5,Stoic,Excellent,Vengeance,Entertainer,Medium,Aggressive,Medium,Charismatic,True
Laberius Numerius,45,5,Thrace,161,78,Murmillo,10,5,Novice,Gladius (Sword),Medium,Standard,0.647993315286144,High,1.034466949033273,Adequate,Basic,Moderate,15,Stoic,Fair,Glory,Criminal,Medium,Aggressive,Low,Humble,True
Nasennius Ollius,20,30,Germania,184,100,Thraex,6,0,Agility,Sica (Curved Sword),Low,Basic,0.5707642224818705,Low,5.526509863679617,Poor,Advanced,Moderate,6,Stoic,Excellent,Vengeance,Laborer,High,Balanced,Medium,Charismatic,True
Orestius Cloelius,35,15,Germania,175,72,Hoplomachus,12,3,Strength,Spear,Low,Basic,0.7969175439153521,Low,3.655870957342068,Poor,Expert,Strong,15,Aggressive,Excellent,Vengeance,Laborer,Medium,Balanced,Medium,Flamboyant,True
Hostius Licinius,39,11,Germania,175,74,Thraex,5,0,Novice,Dagger,Medium,Standard,0.5885168148541337,Low,1.1410923638589485,Adequate,Basic,Moderate,5,Calculative,Good,Freedom,Entertainer,Medium,Balanced,Medium,Intimidating,True
Cominius Blaesus,23,27,Germania,184,87,Thraex,3,1,Novice,Sica (Curved Sword),Low,Basic,0.4593148859338956,High,3.0823912039144825,Poor,Intermediate,Moderate,4,Calculative,Excellent,Vengeance,Entertainer,High,Balanced,Low,Humble,False
Sulpicius Publius,35,15,Thrace,179,99,Secutor,9,3,Novice,Dagger,Low,Basic,0.6936602017313459,Low,4.48110600268982,Poor,Intermediate,Moderate,12,Stoic,Excellent,Glory,Entertainer,Medium,Aggressive,Medium,Charismatic,True
Persius Titus,24,26,Numidia,167,90,Secutor,9,2,Strength,Gladius (Sword),Low,Basic,0.7514832466430518,Low,5.946489212345055,Poor,Advanced,Strong,11,Stoic,Excellent,Wealth,Soldier,Medium,Aggressive,Medium,Flamboyant,True
Terentius Ogulnius,27,23,Thrace,184,98,Murmillo,4,2,Novice,Gladius (Sword),Low,Basic,0.4938811303694852,Low,8.634576024446998,Poor,Intermediate,Moderate,6,Stoic,Excellent,Wealth,Criminal,Medium,Aggressive,Medium,Charismatic,True
Novellius Didius,32,18,Numidia,195,97,Secutor,4,1,Agility,Gladius (Sword),High,Superior,0.5341112204462465,Low,4.4362361712427605,Excellent,Expert,Strong,5,Calculative,Excellent,Glory,Laborer,Medium,Aggressive,High,Intimidating,True
Albinius Granius,23,27,Numidia,174,91,Thraex,3,1,Endurance,Dagger,High,Superior,0.5597156785359133,Low,6.060394370092188,Excellent,Expert,Strong,4,Fearful,Excellent,Glory,Entertainer,Medium,Aggressive,Medium,Humble,True
Marcus Cassius,25,25,Gaul,182,86,Murmillo,4,2,Speed,Gladius (Sword),Medium,Standard,0.4590297992009202,Low,5.299182756524526,Adequate,Advanced,Moderate,6,Fearful,Excellent,Wealth,Criminal,Medium,Balanced,Medium,Charismatic,False
Lartius Ovidius,30,20,Greece,194,86,Retiarius,9,1,Novice,Net,Low,Basic,0.886178713539078,Low,4.066341136156161,Poor,Intermediate,Strong,10,Fearful,Excellent,Survival,Laborer,Low,Balanced,Medium,Flamboyant,True
Opimius Iunius,41,9,Germania,177,98,Hoplomachus,14,3,Novice,Dagger,Low,Basic,0.8873768388298413,Low,1.1067773760055604,Poor,Basic,Strong,17,Calculative,Good,Glory,Laborer,Medium,Balanced,Medium,Flamboyant,True
Sextus Paternus,24,26,Gaul,172,95,Hoplomachus,3,1,Novice,Dagger,High,Superior,0.5491545657628655,Low,7.073050186018975,Excellent,Intermediate,Strong,4,Aggressive,Excellent,Glory,Criminal,Medium,Balanced,High,Charismatic,True
Granius Caninius,34,16,Numidia,194,104,Secutor,6,1,Novice,Gladius (Sword),Low,Basic,0.736706864266561,Low,4.969838979368183,Poor,Intermediate,Strong,7,Fearful,Excellent,Wealth,Laborer,Low,Balanced,Medium,Flamboyant,True
Catius Cominius,23,27,Thrace,171,84,Secutor,4,1,Endurance,Dagger,Low,Basic,0.5930694137909189,Low,5.250156262361408,Poor,Expert,Moderate,5,Stoic,Excellent,Glory,Entertainer,High,Aggressive,Medium,Charismatic,False
